municipality,year,sex,age_group,population,education_level,unemployment_rate,employment_rate
Kommun_75,2022,Male,20-24,1517,Medium,14.1,77.8
Kommun_75,2023,Female,16-19,1467,Medium,11.9,83.3
Kommun_75,2023,Female,20-24,1536,Low,18.8,73.2
Kommun_75,2023,Male,16-19,1536,High,8.5,84
Kommun_75,2023,Male,20-24,1461,Medium,15.2,82.3
Kommun_76,2018,Female,16-19,1506,Low,17.6,80
Kommun_76,2018,Female,20-24,1535,Medium,16,79.5
Kommun_76,2018,Male,16-19,1475,Low,19,76.5
Kommun_76,2018,Male,20-24,1484,Medium,13.1,82.3
Kommun_76,2019,Female,16-19,1474,Low,18.5,75.4
Kommun_76,2019,Female,20-24,1525,High,4.9,92.4
Kommun_76,2019,Male,16-19,1505,Low,17.2,80.5
Kommun_76,2019,Male,20-24,1447,High,10.7,85.3
Kommun_76,2020,Female,16-19,1512,Medium,11,88.5
Kommun_76,2020,Female,20-24,1469,Medium,14.2,84.5
Kommun_76,2020,Male,16-19,1433,Low,15.7,75.4
Kommun_76,2020,Male,20-24,1532,Medium,11.4,84.2
Kommun_76,2021,Female,16-19,1483,Medium,16.1,78.4
Kommun_76,2021,Female,20-24,1538,Medium,10.1,82.4
Kommun_76,2021,Male,16-19,1528,Medium,8.6,89.2
Kommun_76,2021,Male,20-24,1498,High,12.1,80.6
Kommun_76,2022,Female,16-19,1519,Medium,16.1,75.2
Kommun_76,2022,Female,20-24,1497,Low,16.8,79.1
Kommun_76,2022,Male,16-19,1544,Low,23.2,72.9
Kommun_76,2022,Male,20-24,1517,Medium,7.5,88.8
Kommun_76,2023,Female,16-19,1537,Medium,6.1,86.9
Kommun_76,2023,Female,20-24,1511,Medium,14.2,78
Kommun_76,2023,Male,16-19,1572,Medium,14.1,83.6
Kommun_76,2023,Male,20-24,1533,Low,23.2,71.6
Kommun_77,2018,Female,16-19,1496,Low,21,76.5
Kommun_77,2018,Female,20-24,1529,Medium,12,83.2
Kommun_77,2018,Male,16-19,1519,High,8.1,90.4
Kommun_77,2018,Male,20-24,1479,Medium,13,84.9
Kommun_77,2019,Female,16-19,1492,Low,18.3,78.1
Kommun_77,2019,Female,20-24,1503,Medium,14,78.4
Kommun_77,2019,Male,16-19,1483,Low,19,75.6
Kommun_77,2019,Male,20-24,1413,Medium,14.3,81.9
Kommun_77,2020,Female,16-19,1477,Medium,6.7,85.3
Kommun_77,2020,Female,20-24,1507,Medium,14.1,79.8
Kommun_77,2020,Male,16-19,1444,Medium,12.7,81.8
Kommun_77,2020,Male,20-24,1508,Medium,9.5,89.8
Kommun_77,2021,Female,16-19,1556,Low,17.7,79.3
Kommun_77,2021,Female,20-24,1514,Low,20.3,75
Kommun_77,2021,Male,16-19,1474,High,11.6,84.7
Kommun_77,2021,Male,20-24,1466,High,6.3,88
Kommun_77,2022,Female,16-19,1479,Low,13.3,78
Kommun_77,2022,Female,20-24,1560,Medium,14.2,78.3
Kommun_77,2022,Male,16-19,1516,Medium,23,70.4
Kommun_77,2022,Male,20-24,1518,High,5.9,89.4
Kommun_77,2023,Female,16-19,1500,Medium,12.4,79.8
Kommun_77,2023,Female,20-24,1480,Medium,12.4,81.6
Kommun_77,2023,Male,16-19,1503,Medium,12,81.9
Kommun_77,2023,Male,20-24,1546,Medium,6.6,89.8
Kommun_78,2018,Female,16-19,1505,Medium,12.9,86.4
Kommun_78,2018,Female,20-24,1532,Medium,8.6,86
Kommun_78,2018,Male,16-19,1523,Medium,17.8,75.6
Kommun_78,2018,Male,20-24,1450,High,12.5,82
Kommun_78,2019,Female,16-19,1556,Low,16.5,78.8
Kommun_78,2019,Female,20-24,1499,Low,20,74.8
Kommun_78,2019,Male,16-19,1505,Low,16.8,76.3
Kommun_78,2019,Male,20-24,1535,Low,20.1,77.6
Kommun_78,2020,Female,16-19,1467,Medium,10.7,84.9
Kommun_78,2020,Female,20-24,1438,High,11.7,80.2
Kommun_78,2020,Male,16-19,1557,Low,20.9,76
Kommun_78,2020,Male,20-24,1520,Medium,13,85
Kommun_78,2021,Female,16-19,1555,Low,22.7,72.2
Kommun_78,2021,Female,20-24,1519,High,4.8,91.4
Kommun_78,2021,Male,16-19,1498,High,6.7,85.7
Kommun_78,2021,Male,20-24,1491,High,7.1,88.2
Kommun_78,2022,Female,16-19,1489,Medium,14.2,83.8
Kommun_78,2022,Female,20-24,1497,High,9.8,82.3
Kommun_78,2022,Male,16-19,1454,Low,15.2,78.9
Kommun_78,2022,Male,20-24,1547,High,6.4,83
Kommun_78,2023,Female,16-19,1509,Medium,13.4,80.4
Kommun_78,2023,Female,20-24,1488,Medium,12.3,83.4
Kommun_78,2023,Male,16-19,1562,Low,18.7,71.1
Kommun_78,2023,Male,20-24,1493,Low,14,83.2
Kommun_79,2018,Female,16-19,1500,Medium,12.8,85.7
Kommun_79,2018,Female,20-24,1493,Medium,10.4,83.9
Kommun_79,2018,Male,16-19,1505,High,8.3,85
Kommun_79,2018,Male,20-24,1485,Low,19,72.3
Kommun_79,2019,Female,16-19,1511,Low,19.8,78.3
Kommun_79,2019,Female,20-24,1498,High,11.3,87.5
Kommun_79,2019,Male,16-19,1495,Medium,11.1,86.2
Kommun_79,2019,Male,20-24,1494,Medium,17.5,77
Kommun_79,2020,Female,16-19,1507,Medium,8.1,89.9
Kommun_79,2020,Female,20-24,1465,Low,18.7,77.6
Kommun_79,2020,Male,16-19,1468,Medium,12,78.8
Kommun_79,2020,Male,20-24,1548,High,8.6,86.3
Kommun_79,2021,Female,16-19,1472,Medium,12.6,78.3
Kommun_79,2021,Female,20-24,1495,Low,23.5,75.9
Kommun_79,2021,Male,16-19,1526,Low,20.4,78.5
Kommun_79,2021,Male,20-24,1533,Medium,10.4,83.9
Kommun_79,2022,Female,16-19,1481,High,7,87.7
Kommun_79,2022,Female,20-24,1472,Low,17.7,79.6
Kommun_79,2022,Male,16-19,1498,Medium,11.3,81.8
Kommun_79,2022,Male,20-24,1516,Low,14.6,78.3
Kommun_79,2023,Female,16-19,1559,Medium,11.5,84.1
Kommun_79,2023,Female,20-24,1464,Low,12.9,82.2
Kommun_79,2023,Male,16-19,1468,High,7.9,90.6
Kommun_79,2023,Male,20-24,1454,High,8.9,82.8
Kommun_80,2018,Female,16-19,1484,Medium,6.1,95
Kommun_80,2018,Female,20-24,1448,High,5.6,89.7
Kommun_80,2018,Male,16-19,1454,Medium,17.1,77.9
Kommun_80,2018,Male,20-24,1461,High,12.4,81.6
Kommun_80,2019,Female,16-19,1524,Low,20.3,72.2
Kommun_80,2019,Female,20-24,1473,Medium,11.5,84.2
Kommun_80,2019,Male,16-19,1578,Low,16.9,76.6
Kommun_80,2019,Male,20-24,1469,Low,19.1,77.4
Kommun_80,2020,Female,16-19,1487,Low,14.8,80.2
Kommun_80,2020,Female,20-24,1530,High,6.7,88.5
Kommun_80,2020,Male,16-19,1534,Medium,9,85.8
Kommun_80,2020,Male,20-24,1506,High,7.2,89.4
Kommun_80,2021,Female,16-19,1472,Medium,14.6,79.5
Kommun_80,2021,Female,20-24,1496,Medium,14,80.7
Kommun_80,2021,Male,16-19,1493,Low,15.5,79.7
Kommun_80,2021,Male,20-24,1516,Medium,8.9,87.5
Kommun_80,2022,Female,16-19,1460,Medium,4.4,91.1
Kommun_80,2022,Female,20-24,1493,Low,15.7,78.1
Kommun_80,2022,Male,16-19,1412,Low,12.6,82.3
Kommun_80,2022,Male,20-24,1534,High,8,88.7
Kommun_80,2023,Female,16-19,1516,Low,16.6,79.2
Kommun_80,2023,Female,20-24,1498,Medium,13.3,83.4
Kommun_80,2023,Male,16-19,1501,Medium,10.8,83.4
Kommun_80,2023,Male,20-24,1495,Medium,10.3,82.2
Kommun_81,2018,Female,16-19,1511,Medium,6.2,86.7
Kommun_81,2018,Female,20-24,1444,Low,14.9,78.7
Kommun_81,2018,Male,16-19,1571,Low,19.3,74.5
Kommun_81,2018,Male,20-24,1493,Low,21.1,74
Kommun_81,2019,Female,16-19,1476,Medium,13.5,79.9
Kommun_81,2019,Female,20-24,1563,Medium,15.4,77.1
Kommun_81,2019,Male,16-19,1542,Low,14.3,81.5
Kommun_81,2019,Male,20-24,1525,Medium,12.6,81.4
Kommun_81,2020,Female,16-19,1469,High,7,87.5
Kommun_81,2020,Female,20-24,1454,Low,22.8,73.4
Kommun_81,2020,Male,16-19,1485,Low,15.4,78
Kommun_81,2020,Male,20-24,1486,Low,18.4,74.5
Kommun_81,2021,Female,16-19,1499,Medium,14.5,83.6
Kommun_81,2021,Female,20-24,1478,Low,18,75.7
Kommun_81,2021,Male,16-19,1502,Medium,12,86.1
Kommun_81,2021,Male,20-24,1521,Low,14.3,77.1
Kommun_81,2022,Female,16-19,1529,Low,16.4,79.5
Kommun_81,2022,Female,20-24,1481,High,7.5,87.8
Kommun_81,2022,Male,16-19,1473,High,6.3,90.9
Kommun_81,2022,Male,20-24,1483,Low,22.8,71.9
Kommun_81,2023,Female,16-19,1517,Low,19,77.2
Kommun_81,2023,Female,20-24,1463,High,8.6,85.1
Kommun_81,2023,Male,16-19,1493,Low,20,76.1
Kommun_81,2023,Male,20-24,1432,Low,17.3,80.4
Kommun_82,2018,Female,16-19,1397,Medium,19.6,77.4
Kommun_82,2018,Female,20-24,1473,High,12.2,81.8
Kommun_82,2018,Male,16-19,1548,Low,19,74.2
Kommun_82,2018,Male,20-24,1478,Medium,14.7,80.4
Kommun_82,2019,Female,16-19,1562,Low,17.4,76.5
Kommun_82,2019,Female,20-24,1519,Medium,9.9,86.9
Kommun_82,2019,Male,16-19,1489,High,3.9,88.1
Kommun_82,2019,Male,20-24,1519,Medium,11.9,83.3
Kommun_82,2020,Female,16-19,1519,Medium,7.3,84.3
Kommun_82,2020,Female,20-24,1520,Medium,13.7,80.9
Kommun_82,2020,Male,16-19,1528,High,11.2,85.5
Kommun_82,2020,Male,20-24,1546,Medium,10.9,85.1
Kommun_82,2021,Female,16-19,1459,Medium,10.3,85
Kommun_82,2021,Female,20-24,1564,Low,17.4,81.4
Kommun_82,2021,Male,16-19,1523,Low,18,76.6
Kommun_82,2021,Male,20-24,1495,Medium,11.3,84.6
Kommun_82,2022,Female,16-19,1501,Medium,9.4,86.5
Kommun_82,2022,Female,20-24,1488,Medium,14.4,79.6
Kommun_82,2022,Male,16-19,1577,Low,20.1,76.4
Kommun_82,2022,Male,20-24,1540,Medium,14.8,78.6
Kommun_82,2023,Female,16-19,1380,High,12.3,84.5
Kommun_82,2023,Female,20-24,1426,Medium,5.8,86.9
Kommun_82,2023,Male,16-19,1476,Medium,17.4,76.9
Kommun_82,2023,Male,20-24,1478,Medium,9.5,89
Kommun_83,2018,Female,16-19,1536,Medium,13.4,84.2
Kommun_83,2018,Female,20-24,1541,Low,20.2,76
Kommun_83,2018,Male,16-19,1481,Medium,11.1,82.6
Kommun_83,2018,Male,20-24,1519,Low,12.3,80.4
Kommun_83,2019,Female,16-19,1485,Low,18.5,76
Kommun_83,2019,Female,20-24,1549,Medium,14.1,79.7
Kommun_83,2019,Male,16-19,1505,Medium,9.7,84.6
Kommun_83,2019,Male,20-24,1508,Low,12.1,81.4
Kommun_83,2020,Female,16-19,1560,High,10.1,79.5
Kommun_83,2020,Female,20-24,1440,Medium,15.1,76.6
Kommun_83,2020,Male,16-19,1441,High,10.5,84.4
Kommun_83,2020,Male,20-24,1576,Medium,8.9,84
Kommun_83,2021,Female,16-19,1542,Low,23.2,70.3
Kommun_83,2021,Female,20-24,1451,Low,14.1,77.2
Kommun_83,2021,Male,16-19,1482,Medium,11.5,83.7
Kommun_83,2021,Male,20-24,1513,Low,18.3,76
Kommun_83,2022,Female,16-19,1549,High,11.8,84.2
Kommun_83,2022,Female,20-24,1461,Medium,12.5,86.6
Kommun_83,2022,Male,16-19,1451,Low,19.4,75.1
Kommun_83,2022,Male,20-24,1499,High,5.3,86.5
Kommun_83,2023,Female,16-19,1558,Low,12.8,80.8
Kommun_83,2023,Female,20-24,1493,Low,13.6,80.3
Kommun_83,2023,Male,16-19,1547,Medium,9.7,83.6
Kommun_83,2023,Male,20-24,1534,Low,18.5,77.9
Kommun_84,2018,Female,16-19,1515,High,4,91.6
Kommun_84,2018,Female,20-24,1495,Medium,12.2,82.5
Kommun_84,2018,Male,16-19,1479,High,5,90.3
Kommun_84,2018,Male,20-24,1509,Low,15.9,75
Kommun_84,2019,Female,16-19,1483,Medium,10.7,84.3
Kommun_84,2019,Female,20-24,1513,High,12.5,81.9
Kommun_84,2019,Male,16-19,1533,Low,22.4,75.6
Kommun_84,2019,Male,20-24,1473,Low,18.2,74.9
Kommun_84,2020,Female,16-19,1538,Low,19.8,74.4
Kommun_84,2020,Female,20-24,1469,High,6,87.7
Kommun_84,2020,Male,16-19,1565,Medium,12,85.1
Kommun_84,2020,Male,20-24,1513,Low,16.1,79.1
Kommun_84,2021,Female,16-19,1463,Medium,21.5,76.2
Kommun_84,2021,Female,20-24,1493,High,4.8,87.3
Kommun_84,2021,Male,16-19,1497,High,3,90.5
Kommun_84,2021,Male,20-24,1455,High,8,88
Kommun_84,2022,Female,16-19,1460,Medium,5.5,87.4
Kommun_84,2022,Female,20-24,1488,Medium,14.2,81.3
Kommun_84,2022,Male,16-19,1492,High,13.3,82.9
Kommun_84,2022,Male,20-24,1550,Medium,12.4,85.3
Kommun_84,2023,Female,16-19,1530,Medium,10.4,83.3
Kommun_84,2023,Female,20-24,1512,High,4.4,89.8
Kommun_84,2023,Male,16-19,1512,High,10.2,81.9
Kommun_84,2023,Male,20-24,1478,Low,19.2,76.3
Kommun_85,2018,Female,16-19,1477,Medium,12,82.1
Kommun_85,2018,Female,20-24,1494,Low,22.1,73.2
Kommun_85,2018,Male,16-19,1501,Medium,9,86.6
Kommun_85,2018,Male,20-24,1466,Low,18.4,76.2
Kommun_85,2019,Female,16-19,1489,Low,19.1,74
Kommun_85,2019,Female,20-24,1556,Low,19.5,74
Kommun_85,2019,Male,16-19,1498,Low,16.6,83.4
Kommun_85,2019,Male,20-24,1431,Medium,4.9,91.8
Kommun_85,2020,Female,16-19,1507,High,5.4,92.9
Kommun_85,2020,Female,20-24,1478,High,6.8,88.9
Kommun_85,2020,Male,16-19,1577,Low,17.7,78.8
Kommun_85,2020,Male,20-24,1475,High,8,89.1
Kommun_85,2021,Female,16-19,1512,Low,20.2,77.4
Kommun_85,2021,Female,20-24,1500,Medium,7.3,84.8
Kommun_85,2021,Male,16-19,1526,Medium,13.4,80.6
Kommun_85,2021,Male,20-24,1541,Medium,16.1,79.3
Kommun_85,2022,Female,16-19,1515,Low,18.1,81.3
Kommun_85,2022,Female,20-24,1512,Medium,13.9,79.9
Kommun_85,2022,Male,16-19,1488,Low,15,80.8
Kommun_85,2022,Male,20-24,1499,Low,16.9,81.7
Kommun_85,2023,Female,16-19,1463,Medium,14.9,81
Kommun_85,2023,Female,20-24,1556,Low,21.2,78.8
Kommun_85,2023,Male,16-19,1531,Medium,9.6,85.9
Kommun_85,2023,Male,20-24,1530,Medium,13.8,83
Kommun_86,2018,Female,16-19,1461,Low,13.3,84
Kommun_86,2018,Female,20-24,1470,Low,20.2,71.8
Kommun_86,2018,Male,16-19,1491,Low,18.4,76.3
Kommun_86,2018,Male,20-24,1567,Low,19.1,70.8
Kommun_86,2019,Female,16-19,1501,Low,18.1,79.9
Kommun_86,2019,Female,20-24,1524,Low,20.6,72.2
Kommun_86,2019,Male,16-19,1485,High,7,87.8
Kommun_86,2019,Male,20-24,1533,High,6,89.7
Kommun_86,2020,Female,16-19,1473,Low,18.4,76.7
Kommun_86,2020,Female,20-24,1471,Low,21.1,71.7
Kommun_86,2020,Male,16-19,1451,High,8.3,89.5
Kommun_86,2020,Male,20-24,1476,High,8.4,86.1
Kommun_86,2021,Female,16-19,1483,Low,16.9,81.6
Kommun_86,2021,Female,20-24,1513,High,11.8,80.1
Kommun_86,2021,Male,16-19,1543,Medium,13.9,79.6
Kommun_86,2021,Male,20-24,1521,Low,15.5,77.4
Kommun_86,2022,Female,16-19,1490,Medium,12.2,78.6
Kommun_86,2022,Female,20-24,1538,Medium,11.5,82.2
Kommun_86,2022,Male,16-19,1494,High,5.8,90.2
Kommun_86,2022,Male,20-24,1540,Medium,18.8,74.8
Kommun_86,2023,Female,16-19,1502,Low,14.4,82
Kommun_86,2023,Female,20-24,1527,Low,18,76.8
Kommun_86,2023,Male,16-19,1484,Medium,8.2,81.8
Kommun_86,2023,Male,20-24,1495,High,13,80.6
Kommun_87,2018,Female,16-19,1518,High,3,92.7
Kommun_87,2018,Female,20-24,1500,High,3,90.2
Kommun_87,2018,Male,16-19,1478,Low,14,79.6
Kommun_87,2018,Male,20-24,1509,Medium,8.2,86.1
Kommun_87,2019,Female,16-19,1498,Low,17.1,76.4
Kommun_87,2019,Female,20-24,1498,Low,21.5,72.9
Kommun_87,2019,Male,16-19,1494,Low,20.4,74.3
Kommun_87,2019,Male,20-24,1447,Medium,12.9,83.2
Kommun_87,2020,Female,16-19,1507,Low,16.7,77.7
Kommun_87,2020,Female,20-24,1508,Medium,5,91.5
Kommun_87,2020,Male,16-19,1503,Medium,9.5,87.9
Kommun_87,2020,Male,20-24,1473,High,9.1,86.4
Kommun_87,2021,Female,16-19,1548,Low,16.5,79.3
Kommun_87,2021,Female,20-24,1502,Low,19.1,75.1
Kommun_87,2021,Male,16-19,1515,High,6.9,86.7
Kommun_87,2021,Male,20-24,1461,High,13.4,83.5
Kommun_87,2022,Female,16-19,1450,High,9.6,84.2
Kommun_87,2022,Female,20-24,1509,Medium,14,76.4
Kommun_87,2022,Male,16-19,1530,Low,20.4,77
Kommun_87,2022,Male,20-24,1482,Low,15.8,78.7
Kommun_87,2023,Female,16-19,1446,Medium,12,82.7
Kommun_87,2023,Female,20-24,1522,Medium,12.9,80.1
Kommun_87,2023,Male,16-19,1512,Medium,15,76.2
Kommun_87,2023,Male,20-24,1520,High,7.6,84.5
Kommun_88,2018,Female,16-19,1433,Low,15,81
Kommun_88,2018,Female,20-24,1547,Medium,10.1,85.1
Kommun_88,2018,Male,16-19,1420,Low,19.9,73.9
Kommun_88,2018,Male,20-24,1468,Medium,9.9,86
Kommun_88,2019,Female,16-19,1500,Medium,13.8,78
Kommun_88,2019,Female,20-24,1490,Medium,10.7,80.6
Kommun_88,2019,Male,16-19,1431,High,9.7,84.4
Kommun_88,2019,Male,20-24,1528,High,10,85.5
Kommun_88,2020,Female,16-19,1522,Medium,10.8,86.2
Kommun_88,2020,Female,20-24,1528,Low,17.4,80.4
Kommun_88,2020,Male,16-19,1480,Low,26.6,66.9
Kommun_88,2020,Male,20-24,1515,Medium,12.2,81.7
Kommun_88,2021,Female,16-19,1480,Medium,14.5,79
Kommun_88,2021,Female,20-24,1533,High,7.4,85.8
Kommun_88,2021,Male,16-19,1526,Low,18.8,78.1
Kommun_88,2021,Male,20-24,1486,Medium,12.2,80.3
Kommun_88,2022,Female,16-19,1498,High,8.6,85.5
Kommun_88,2022,Female,20-24,1561,Low,20.1,71.5
Kommun_88,2022,Male,16-19,1526,Medium,8.1,89.7
Kommun_88,2022,Male,20-24,1516,Low,20.2,70.9
Kommun_88,2023,Female,16-19,1440,Medium,7.8,84.7
Kommun_88,2023,Female,20-24,1501,Low,14.3,80.1
Kommun_88,2023,Male,16-19,1535,Low,12.9,82.6
Kommun_88,2023,Male,20-24,1462,Low,17.5,74.4
Kommun_89,2018,Female,16-19,1442,Low,21,77.6
Kommun_89,2018,Female,20-24,1511,High,7.8,82.1
Kommun_89,2018,Male,16-19,1492,High,10.8,81.1
Kommun_89,2018,Male,20-24,1528,Low,17.9,77.8
Kommun_89,2019,Female,16-19,1470,Medium,14.7,77.2
Kommun_89,2019,Female,20-24,1482,High,5.4,86.7
Kommun_89,2019,Male,16-19,1481,Low,10,89
Kommun_89,2019,Male,20-24,1507,Low,15.1,81.2
Kommun_89,2020,Female,16-19,1561,Medium,13.9,79.7
Kommun_89,2020,Female,20-24,1460,High,6,86.8
Kommun_89,2020,Male,16-19,1435,High,12.7,83.1
Kommun_89,2020,Male,20-24,1521,Medium,13.2,81.3
Kommun_89,2021,Female,16-19,1508,Medium,10.1,88.9
Kommun_89,2021,Female,20-24,1547,High,7.8,88.4
Kommun_89,2021,Male,16-19,1510,Low,18.3,81
Kommun_89,2021,Male,20-24,1498,Low,21.1,72.3
Kommun_89,2022,Female,16-19,1460,Medium,14.8,78.6
Kommun_89,2022,Female,20-24,1447,Medium,12.5,81.5
Kommun_89,2022,Male,16-19,1480,Medium,7.1,89.3
Kommun_89,2022,Male,20-24,1499,Medium,15.2,80.9
Kommun_89,2023,Female,16-19,1488,High,12.8,81.7
Kommun_89,2023,Female,20-24,1548,High,5.2,90
Kommun_89,2023,Male,16-19,1436,Medium,10.4,82.5
Kommun_89,2023,Male,20-24,1529,Medium,15.3,81.5
Kommun_90,2018,Female,16-19,1500,Medium,14.6,79.3
Kommun_90,2018,Female,20-24,1468,Low,20.1,76.2
Kommun_90,2018,Male,16-19,1477,Medium,16.1,79.4
Kommun_90,2018,Male,20-24,1499,Medium,15,79.1
Kommun_90,2019,Female,16-19,1424,Medium,4.5,87.7
Kommun_90,2019,Female,20-24,1492,High,6.2,89.7
Kommun_90,2019,Male,16-19,1531,Medium,8.1,87.3
Kommun_90,2019,Male,20-24,1452,Medium,10.2,85.7
Kommun_90,2020,Female,16-19,1416,Medium,9.5,82.6
Kommun_90,2020,Female,20-24,1519,High,9.4,88.2
Kommun_90,2020,Male,16-19,1533,Medium,13.7,80.6
Kommun_90,2020,Male,20-24,1467,Medium,8.9,85
Kommun_90,2021,Female,16-19,1463,Medium,12.2,79.1
Kommun_90,2021,Female,20-24,1533,High,8.2,83.7
Kommun_90,2021,Male,16-19,1494,Medium,15.3,76.6
Kommun_90,2021,Male,20-24,1449,High,4.1,90.1
Kommun_90,2022,Female,16-19,1490,High,6.2,89.8
Kommun_90,2022,Female,20-24,1532,Medium,13.8,85.1
Kommun_90,2022,Male,16-19,1420,High,6.9,88.2
Kommun_90,2022,Male,20-24,1518,Medium,11.9,80.1
Kommun_90,2023,Female,16-19,1497,Medium,11.3,83
Kommun_90,2023,Female,20-24,1524,Low,17.9,73.3
Kommun_90,2023,Male,16-19,1544,Medium,11.5,84.3
Kommun_90,2023,Male,20-24,1546,Medium,16.3,78.9
Kommun_91,2018,Female,16-19,1520,High,3,93.3
Kommun_91,2018,Female,20-24,1476,High,8.4,86.2
Kommun_91,2018,Male,16-19,1494,Medium,11,85.2
Kommun_91,2018,Male,20-24,1507,Low,19.4,74.7
Kommun_91,2019,Female,16-19,1505,Low,19.3,74.9
Kommun_91,2019,Female,20-24,1474,Medium,11.3,83.2
Kommun_91,2019,Male,16-19,1539,Medium,7.6,87.4
Kommun_91,2019,Male,20-24,1520,Medium,6.5,90
Kommun_91,2020,Female,16-19,1506,Medium,9.1,85.6
Kommun_91,2020,Female,20-24,1589,Medium,17.4,78.7
Kommun_91,2020,Male,16-19,1459,High,10.1,86.2
Kommun_91,2020,Male,20-24,1473,High,12.1,80.3
Kommun_91,2021,Female,16-19,1429,Low,13.9,82.5
Kommun_91,2021,Female,20-24,1508,Medium,5.6,91.9
Kommun_91,2021,Male,16-19,1497,High,9.6,83.2
Kommun_91,2021,Male,20-24,1453,Medium,12,81.7
Kommun_91,2022,Female,16-19,1536,Medium,17.8,76.8
Kommun_91,2022,Female,20-24,1471,High,8.8,86
Kommun_91,2022,Male,16-19,1466,Low,21.9,74.3
Kommun_91,2022,Male,20-24,1493,Medium,15.7,81
Kommun_91,2023,Female,16-19,1513,Medium,10.7,82.5
Kommun_91,2023,Female,20-24,1532,Medium,8,88.5
Kommun_91,2023,Male,16-19,1544,Low,21.2,73.4
Kommun_91,2023,Male,20-24,1515,High,5.7,87
Kommun_92,2018,Female,16-19,1420,Medium,13,81.1
Kommun_92,2018,Female,20-24,1460,Medium,12.5,81
Kommun_92,2018,Male,16-19,1552,High,11.5,82.6
Kommun_92,2018,Male,20-24,1479,Medium,12.6,82.8
Kommun_92,2019,Female,16-19,1460,Medium,12,82.1
Kommun_92,2019,Female,20-24,1462,Medium,12.5,82.5
Kommun_92,2019,Male,16-19,1536,Medium,10.4,84.8
Kommun_92,2019,Male,20-24,1543,High,6.2,92.7
Kommun_92,2020,Female,16-19,1492,Medium,10.7,84.6
Kommun_92,2020,Female,20-24,1485,Low,14.8,78.7
Kommun_92,2020,Male,16-19,1489,Low,17.4,79.1
Kommun_92,2020,Male,20-24,1539,Medium,16.2,77.9
Kommun_92,2021,Female,16-19,1548,Medium,13.5,83.4
Kommun_92,2021,Female,20-24,1495,Low,19.5,77
Kommun_92,2021,Male,16-19,1497,Low,20.8,73.5
Kommun_92,2021,Male,20-24,1488,Medium,11.2,84.3
Kommun_92,2022,Female,16-19,1480,Medium,11.9,88.5
Kommun_92,2022,Female,20-24,1492,Medium,14.8,83
Kommun_92,2022,Male,16-19,1465,Low,21,77.3
Kommun_92,2022,Male,20-24,1469,Medium,14.5,78.8
Kommun_92,2023,Female,16-19,1504,Medium,12.8,80.7
Kommun_92,2023,Female,20-24,1561,Low,19.5,74.9
Kommun_92,2023,Male,16-19,1530,Medium,11.4,83.3
Kommun_92,2023,Male,20-24,1484,High,7.5,86
Kommun_93,2018,Female,16-19,1539,High,6.9,84.6
Kommun_93,2018,Female,20-24,1478,Medium,16.8,76.1
Kommun_93,2018,Male,16-19,1503,Low,14.7,79.6
Kommun_93,2018,Male,20-24,1535,High,6.1,89.9
Kommun_93,2019,Female,16-19,1488,Medium,12.1,79.5
Kommun_93,2019,Female,20-24,1518,Medium,12.8,80.1
Kommun_93,2019,Male,16-19,1414,Medium,15.1,79.3
Kommun_93,2019,Male,20-24,1492,Low,17,78.5
Kommun_93,2020,Female,16-19,1500,Medium,17.1,77.7
Kommun_93,2020,Female,20-24,1479,Medium,7.3,88.4
Kommun_93,2020,Male,16-19,1551,High,13,79.5
Kommun_93,2020,Male,20-24,1532,High,13.3,80.7
Kommun_93,2021,Female,16-19,1519,Low,15.6,77.9
Kommun_93,2021,Female,20-24,1523,High,12.4,80.5
Kommun_93,2021,Male,16-19,1484,High,8.8,87
Kommun_93,2021,Male,20-24,1489,Low,15.3,79.1
Kommun_93,2022,Female,16-19,1491,Low,21.5,72
Kommun_93,2022,Female,20-24,1489,Medium,6.8,86
Kommun_93,2022,Male,16-19,1479,Low,19,79.2
Kommun_93,2022,Male,20-24,1508,Low,13.9,80.9
Kommun_93,2023,Female,16-19,1444,Low,20.5,74.2
Kommun_93,2023,Female,20-24,1506,Low,21.3,74.4
Kommun_93,2023,Male,16-19,1564,Medium,14,80.7
Kommun_93,2023,Male,20-24,1552,High,6.1,87.1
Kommun_94,2018,Female,16-19,1462,Low,18,77.6
Kommun_94,2018,Female,20-24,1518,Low,17.1,81.6
Kommun_94,2018,Male,16-19,1531,Medium,8.7,84.3
Kommun_94,2018,Male,20-24,1587,High,6.5,92.9
Kommun_94,2019,Female,16-19,1463,Low,17.7,79.7
Kommun_94,2019,Female,20-24,1537,Medium,9.2,89
Kommun_94,2019,Male,16-19,1527,Medium,11.9,83.9
Kommun_94,2019,Male,20-24,1494,Medium,11.1,84.9
Kommun_94,2020,Female,16-19,1500,High,9.8,82.5
Kommun_94,2020,Female,20-24,1562,Medium,13,82.7
Kommun_94,2020,Male,16-19,1524,High,7.2,89.3
Kommun_94,2020,Male,20-24,1479,High,4.1,90.1
Kommun_94,2021,Female,16-19,1566,High,13.2,81
Kommun_94,2021,Female,20-24,1506,Medium,10.6,83
Kommun_94,2021,Male,16-19,1585,Low,16.7,77
Kommun_94,2021,Male,20-24,1503,High,5.3,88.8
Kommun_94,2022,Female,16-19,1476,Low,17.4,78.1
Kommun_94,2022,Female,20-24,1514,Low,14.7,78.4
